country_name,GDP Growth (% Annual),GDP per Capita (Current USD),Unemployment Rate (%),Inflation (CPI %),Current Account Balance (% GDP)
Afghanistan,-0.8074413335867646,-13.24450306441158,0.428138235294112,-0.3572177004073306,-0.27734933541176643
Albania,0.10977843240881863,151.0535874117608,-0.333694117647052,0.047569771248526384,0.38341440493528606
Algeria,-0.07161764705882606,-74.788068913235,0.17113970588235197,0.09629395458235125,-0.30403456540735707
Angola,-0.34448749473823265,-170.9613808426453,-0.10967205882352708,0.7707184222205835,0.15497884083087518
Armenia,0.18176470587205265,158.93009232058455,-0.27619705882352497,-0.19705696218088217,0.4961252082250003
Australia,-0.001648621957353492,-45.64946850000177,-0.07970147058823271,0.10424604467793783,0.26061270706323336
Austria,0.009321995744117215,294.55111169116867,0.02061911764705908,0.18851163679852456,-0.05886288628823466
Azerbaijan,-0.052702927145591216,-70.11931983382303,0.03808529411764681,0.11674294843970523,-0.49017891889265036
"Bahamas, The",0.171539356724992,258.411843161756,-0.390695588235287,0.08477804464264524,0.004394610155872396
Bahrain,-0.053338503569118505,248.5623784117624,0.00933823529411792,-0.08731292028970326,-0.07868864918529206
Bangladesh,0.015653716951470224,113.33002826955773,0.06680588235294128,-0.016847117058829165,-0.21682612477499705
Barbados,0.25700383477646854,120.27381742646624,-0.22799852941176046,0.04867270702940441,0.06104504052499474
Belarus,-0.1977823195705968,35.939565774999664,-0.17389117647058494,-1.9641928004426084,0.7086553484985297
Belgium,0.044443744976467886,351.593456867638,-0.18606911764705572,0.14349350883235176,-0.005732950104411034
Belize,0.1305990306558799,60.50078422646917,0.030785294117648115,0.188407145142644,-0.2215763719161811
Benin,0.19523936038088044,15.047459483088009,-0.026411764705881562,-0.05425946301911759,0.06534221170147095
Bhutan,-0.3130504068823571,53.90619980441157,0.08617205882352975,-0.3041889391132284,-0.007843646573524371
Bolivia,-0.19326143668235513,74.46381091617576,0.12476176470588288,-0.2519793011220572,-0.2059995126014646
Bosnia and Herzegovina,0.1538815986882316,159.6696579176436,-1.2116926470588036,0.24164475052499623,0.3209763476029356
Botswana,-0.16491882154559281,69.00728055441088,0.36245588235293535,-0.10714187733676246,-0.168807376199996
Brazil,-0.0833080129220653,-244.9835303102934,0.14821323529411726,-0.051962826313231056,0.10758581288676329
Brunei Darussalam,-0.050831975026474414,-774.5482779558744,-0.09409705882352765,0.07335702076911843,-1.416165016958811
Bulgaria,0.12506757820440917,328.8522075691107,-0.5800705882352868,0.3422108637191113,-0.006663052008823196
Burkina Faso,-0.16919156065735422,10.525789310882237,0.10259705882352828,0.24253829882206218,0.029373572070589035
Burundi,-0.13381148564264778,-1.11391344279406,-0.05043970588235229,0.5196492707073381,-0.32206830951469534
Cabo Verde,0.22984994499705033,35.42895700441053,0.11547352941176518,0.06659987428823341,0.36977268492352156
Cambodia,-0.15225645740441254,78.0101273404403,-0.028652941176470114,-0.05562342109558618,-0.23153820612059373
Cameroon,-0.08599417274999901,11.228791255882125,-0.016175,0.15349154890882016,-0.05113753722058741
Canada,-0.025791417352943272,66.45279080882028,-0.08650588235293857,0.12417353201323346,0.15102149266470422
Chile,-0.23779050964411952,96.217873367644,0.15206617647058537,0.24865810676911662,-0.1611653638308841
China,-0.2642668799529425,396.78260876028986,0.009305882352941386,-0.1728628381852911,-0.07014308216911645
Colombia,-0.11378028995588209,-75.97713720588196,0.07761029411764798,0.3034643864249931,-0.046448136214707995
Comoros,-0.08120065469117799,4.9473819044116585,-0.015060294117646655,0.028902621642648316,0.17839097631176318
"Congo, Dem. Rep.",-0.0345113485852965,13.591571604117494,0.03036470588235304,-0.38102945046029213,0.2370885666882379
"Congo, Rep.",-0.3772905287220599,-70.69580520441117,0.06888235294117653,0.0024874072000002716,0.6636040690955717
Costa Rica,-0.022527347167650397,319.1767574117596,0.16698529411765006,-0.2228972808264658,0.15586510672793866
Cote d'Ivoire,0.07763235657647075,48.42234138382283,-0.2916499999999985,0.09719043858970317,-0.40110976785882296
Croatia,0.38235466700440535,273.3298503382272,-0.6621058823529276,0.2165472733147011,0.06596486457793962
Cyprus,0.4328925291029342,233.7191981323427,-0.4036705882352842,0.14322557645587938,-0.13993174454999452
Czechia,0.008376533952939016,458.82827029410635,-0.37285588235293804,0.39729928867499487,0.08422809555588223
Denmark,0.07675736205882043,465.0100386029327,-0.19610147058823355,0.06871123863676391,0.15597173817941065
Djibouti,-0.08422582875441313,117.69170621617522,0.01774558823529412,-0.07556342367940908,1.2671310678058683
Dominican Republic,-0.09575459403823902,218.66059882205514,-0.03970735294117462,0.041425310910292744,0.21022737303676406
Ecuador,-0.1648540305676485,68.33420982058776,0.05693382352941197,-0.19695359295293832,0.17320137802205918
"Egypt, Arab Rep.",0.10407348822058667,53.98623287647111,-0.345474999999993,0.33967131385585575,-0.06023615587794153
El Salvador,0.027289425845583085,96.17164585735142,-0.059570588235292564,0.063382898905881,0.15587322000293766
Estonia,-0.19345316101323223,667.4497528529319,-0.42130147058823564,0.3451219947897011,-0.16098208226764807
Eswatini,-0.07412703692647392,-18.275840491176485,0.6621720588235164,-0.056710412602938035,0.08381530955001006
Ethiopia,-0.31083342066911607,42.46072260029353,0.09277058823529308,0.5814975209132272,0.14662503969999338
Fiji,0.03868483492352423,89.7179490882342,0.005185294117647141,-0.1320494943014717,-0.480285694758823
Finland,-0.02244245980882451,226.51915044117126,-0.06648088235294043,0.1139793071588202,0.005856243513233128
France,0.0035057709249961115,33.56369572058266,-0.16141911764705572,0.12303050209264342,0.006475768451469867
